Codigo,Nombre,Provincia,Normativa de creaciÑn,Auxiliarato,Tecnicatura,Grado universitario,Dependencia,Habilitado,CUE
1707,HOSPITAL SEÑOR DEL MILAGRO,Salta,null,null,null,null,Provincial,SI,"null,"
1708,HOSPITAL REGIONAL CONCEPCION DR. MIGUEL BELASCUAIN,Tucumán,null,null,null,null,Provincial,SI,"null,"
1709,HOSPITAL DE CLINICAS PRESIDENTE DR. NICOLAS AVELLANEDA,Tucumán,null,null,null,null,Provincial,SI,"null,"
1710,INSTITUTO DE MATERNIDAD Y GINECOLOGIA NUESTRA SEÑORA DE LAS MERCEDES,Tucumán,null,null,null,null,Provincial,SI,"null,"
1711,HOSPITAL DR. HORACIO HELLER,Neuquén,null,null,null,null,Provincial,SI,"null,"
1712,INSTITUTO TERCIARIO DE LA SALUD,Buenos Aires,Dipregep N 7983 - Disp 539-11,NO,SI,null,null,SI,62105500
1713,INSTITUTO SEP SAN NICOLAS,Córdoba,null,NO,SI,null,null,SI,140510100
1714,HOSPITAL EL SAUCE - GUAYMALLEN,Mendoza,null,null,null,null,Provincial,SI,"null,"
1715,HOSPITAL CENTRAL - CAPITAL,Mendoza,null,null,null,null,Provincial,SI,"null,"
1716,FUNDANOA,La Rioja,null,null,null,null,Privado,SI,"null,"
1717,INSTITUTO SUPERIOR DE FORMACION PROFESIONAL DE AGENTES DE PROPAGANDA MEDICA,Mendoza,null,null,null,null,Privado,SI,500178800
1718,INSTITUTO DE ENSEÑANZA SUPERIOR DEL EJERCITO- COLEGIO MILITAR DE LA NACION,CABA,Resolución Ministerial N 2024 del 29-10-1990,NO,SI,NO,null,SI,"null,"
1719,FUERZA AEREA ARGENTINA - BASE MILITAR EZEIZA,Buenos Aires,null,SI,NO,null,null,SI,"null,"
1720,HOSPITAL DE REHABILITACION EN  SALUD MENTAL - DR. RAMON CARRILLO,Misiones,null,null,null,null,Provincial,SI,"null,"
1722,HOSPITAL  SAMIC NIVEL II - DE L. N. ALEM  DR. JUAN FERNANDO ALEGRE,Misiones,null,null,null,null,Provincial,SI,"null,"
1723,HOSPITAL AREA PROGRAMA CINCO SALTOS,Río Negro,null,null,null,null,Provincial,SI,"null,"
1724,HOSPITAL AREA PROGRAMA RIO COLORADO,Río Negro,null,null,null,null,Provincial,SI,"null,"
1725,HOSPITAL AREA PROGRAMA VALCHETA,Río Negro,null,null,null,null,Provincial,SI,"null,"
1726,HOSPITAL FRANCISCO LOPEZ LIMA DE GENERAL ROCA,Río Negro,null,null,null,null,Provincial,SI,"null,"
1727,HOSPITAL AREA PROGRAMA INGENIERO HUERGO,Río Negro,null,null,null,null,Provincial,SI,"null,"
1728,HOSPITAL AREA PROGRAMA MAQUINCHAO,Río Negro,null,null,null,null,Provincial,SI,"null,"
1729,HOSPITAL AREA PROGRAMA VILLA REGINA,Río Negro,null,null,null,null,Provincial,SI,"null,"
1730,POLICLINICO MODELO DE CIPOLLETTI S.A.,Río Negro,null,null,null,null,Privado,SI,"null,"
1731,HOSPITAL SAN BERNARDO,Salta,null,null,null,null,Provincial,SI,"null,"
1732,HOSPITAL DR. JOAQUIN CASTELLANOS,Salta,null,null,null,null,Provincial,SI,"null,"
1733,HOSPITAL MIGUEL RAGONE,Salta,null,null,null,null,Provincial,SI,"null,"
1734,INSTITUTO ODONTOLOGICO DR.CAYETANO TORCIVIA,San Juan,null,null,null,null,Provincial,SI,"null,"
1735,HOSPITAL REGIONAL USHUAIA GOBERNADOR ERNESTO M. CAMPOS,Tierra del Fuego,null,null,null,null,Provincial,SI,"null,"
1736,HOSPITAL CENTRO DE SALUD ZENON J SANTILLAN,Tucumán,null,null,null,null,Provincial,SI,"null,"
1737,HOSPITAL ANGEL CRUZ PADILLA,Tucumán,null,null,null,null,Provincial,SI,"null,"
1738,HOSPITAL COLONIA DR. JUAN M. OBARRIO,Tucumán,null,null,null,null,Provincial,SI,"null,"
1739,HOSPITAL CENTRAL DE RECONQUISTA DRA. OLGA STUCKY DE RIZZI,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1740,HOSP DE NIÑOS DR ORLANDO ALASSIA,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1741,SAMCO SAN JUSTO,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1742,HOSPITAL VERA,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1743,SAMCO DR A GUTIERREZ,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1744,HOSP DR JOSE MARIA CULLEN,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1745,POLICLINICO EVA PERON GRANADERO BAIGORRIA,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1746,HOSP DR J. B. ITURRASPE,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1747,HOSP PROTOMEDICO MANUEL RODRIGUEZ,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1748,HOSP.  DE NIÑOS ZONA NORTE,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1749,HOSPITAL  PROVINCIAL CENTENARIO,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1750,HOSPITAL PROVINCIAL SAN CARLOS,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1751,HOSPITAL SAMCO SANTO TOME RICARDO E. NANZER,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1752,SAMCO DR JAIME FERRE,Santa Fe,null,null,null,null,Provincial,SI,"null,"
1753,CENTRO DE DIAGNOSTICO DR. ENRIQUE ROSSI (SEDE BARRIO NORTE),CABA,null,null,null,null,Privado,SI,"null,"
1754,INSTITUTO SUPERIOR GOYA,Corrientes,null,null,null,null,null,SI,180142600
1756,UNIVERSITAS ESTUDIOS SUPERIORES - LA PLATA DIPREGEP 4031,Buenos Aires,null,NO,SI,null,null,SI,61289300
1758,HOSPITAL MATERNO INFANTIL RAMON SARDA,CABA,null,null,null,null,Municipal,SI,"null,"
1759,HOSPITAL GENERAL DE NIÑOS DR. RICARDO GUTIERREZ,CABA,null,null,null,null,Municipal,SI,"null,"
1760,HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE,CABA,null,null,null,null,Municipal,SI,"null,"
1761,INSTITUTO SAN IGNACIO,Córdoba,null,NO,SI,null,null,SI,40465600
1764,UNIVERSIDAD CATOLICA DE SANTA MARIA,null,D.S. N 24/1961,NO,NO,SI,null,SI,"null,"
1765,INSTITUTO SUPERIOR DE FORMACION DOCENTE SAN AGUSTIN,Río Negro,null,NO,SI,null,Privado,SI,620081200
1766,TCBA SALGUERO - CENTRO DE DIAGNOSTICO,CABA,null,null,null,null,Privado,SI,"null,"
1768,INSTITUTO DE EDUCACION SUPERIOR DE FORMACION DOCENTE  JORGE LUIS BORGES,Corrientes,null,SI,SI,null,null,SI,180032000
1769,INSTITUTO DE FORMACION DOCENTE - MARIA LUISA ROMAN DE FRECHOU,Corrientes,null,SI,SI,null,null,SI,180146700
1770,INSTITUTO SUPERIOR - CARMEN MOLINA DE LLANO,Corrientes,null,SI,SI,null,null,SI,180117600
1771,C.A.P.S. 204 BARRIO SARMIENTO - GODOY CRUZ,Mendoza,null,null,null,null,Provincial,SI,"null,"
1772,MINISTERIO DE DESARROLLO HUMANO,Formosa,null,SI,NO,null,null,SI,"null,"
1773,INSTITUTO DE FORMACION DOCENTE MERCEDES,Corrientes,null,null,null,null,null,SI,1801414
1774,INSTITUTO ZANTO - IT - 12,Corrientes,Resolucion Ministerial 002/99,NO,SI,null,Privado,SI,"null,"
1775,INSTITUTO SUPERIOR GASPAR L. BENAVENTO,Entre Ríos,null,NO,SI,null,Provincial,SI,300306900
1776,INSTITUTO ENSEÑANZA SUPERIOR SANTA ELENA,Entre Ríos,null,NO,SI,null,Otros,SI,300300200
1777,PRIV. INSTITUTO PADRE E. LAUMANN D.158,Entre Ríos,null,null,null,null,Privado,SI,300287400
1778,INSTITUTO SUPERIOR DE DIAMANTE,Entre Ríos,null,NO,SI,null,Otros,SI,300155100
1779,ESCUELA SECUNDARIA Y SUPERIOR 4 DR. JULIO OSSOLA (EX 778),Entre Ríos,null,NO,SI,null,Otros,SI,300148300
1780,INSTITUTO DE ENSEÑANZA SUPERIOR MARIA INES ELIZALDE,Entre Ríos,null,NO,SI,null,null,SI,300152300
1781,PRIV. INSTITUTO DE AGENTES DE PROPAGANDA MEDICA D-138,Entre Ríos,null,null,null,null,null,SI,300287600
1782,ESC. DE ENFERMERIA DE LA CRUZ ROJA ARGENTINA - FILIAL PALERMO,CABA,null,SI,NO,null,null,SI,20043400
1783,INSTITUTO ZANTO IT-12,Corrientes,null,SI,SI,null,Privado,SI,180168200
1784,INSTITUTO SUPERIOR TECNICO LABORATORIO DENTAL,Corrientes,null,NO,SI,null,null,SI,180169100
1785,INSTITUTO MISIONERO DE ESTUDIOS SUPERIORES IMES,Misiones,Resolución N164-08 SPEPM,NO,SI,null,null,SI,540153300
1786,ESCUELA DE ENFERMERIA PROFESOR LUIS GUEMES A-760,CABA,null,SI,SI,null,Privado,SI,"null,"
1787,INST. ACADEMICO DOCTOR BRANEMARK,Misiones,null,NO,SI,null,Privado,SI,540153700
1788,INST. DE CONOCIMIENTOS ESTETICOS CAROLA B,Misiones,null,null,null,null,Privado,SI,540153800
1789,CENTRO DE ALTOS ESTUDIOS ALBERT SABIN,Córdoba,null,null,null,null,Privado,SI,140519300
1790,INSTITUTO CIEP,Córdoba,null,NO,SI,null,null,SI,140519600
1791,INST. SUP. MADRE TERESA DE CALCUTA,Córdoba,null,NO,SI,null,Privado,SI,140532900
1792,"INST. SUP. R.E.T. (RESCATE, EMERGENCIA Y TRAUMA)",Córdoba,null,NO,SI,null,Privado,SI,140508400
1793,ESCUELA DE CAP.PROFESIONAL DE AGENTES DE PROPAGANDA MEDICA,Córdoba,null,NO,SI,null,Privado,SI,140471900
1794,INSTITUTO DE PARAMEDICINA SANTIAGO DEL ESTERO,Santiago del Estero,null,NO,SI,null,Privado,SI,860191500
1795,INSTITUTO SUPERIOR FORM-AR,Formosa,null,NO,SI,null,null,SI,340111200
1796,PRIV. INSTITUTO DE AUXILIARES DE ENFERMERIA DE CRUZ ROJA,Entre Ríos,null,NO,SI,null,Privado,SI,300201100
1797,INSTITUTO SUPERIOR FRAY MAMERTO ESQUIU,Catamarca,null,NO,SI,null,null,SI,100005000
1798,I.E.S. DE RECREO,Catamarca,null,NO,SI,null,Provincial,SI,100011800
1799,INSTITUTO SUPERIOR SAN MATEO,Catamarca,null,SI,SI,null,null,SI,100082600
1800,I.E.S. DE TINOGASTA,Catamarca,null,NO,SI,null,Otros,SI,100022400
1801,INST. SUPER. DEL PROFESORADO DE EDUC. FISICA NORTE ARGENTINO,Tucumán,null,NO,SI,null,Privado,SI,900035300
1802,INST. MODELO TECNICO MECANICO DENTAL,Tucumán,null,NO,SI,null,Privado,SI,900186500
1803,FUNDACION JUAN XXIII,Tucumán,null,null,null,null,null,SI,900202800
1804,HOSPITAL INTERZONAL DE AGUDOS Y CRONICOS SAN JUAN DE DIOS,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1805,HOSPITAL GENERAL MI PUEBLO,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1806,CAPS TRONCOS DEL TALAR,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1807,UNIDAD SANITARIA FLORENCIO MOLINA CAMPOS,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1808,HOSPITAL ZONAL GENERAL DE AGUDOS DR. ARTURO OÑATIVIA,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1809,CENTRO DE SALUD N° 15 DE LA PLATA,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1810,CENTRO DE SALUD N° 26 VIRREYES DE SAN FERNANDO,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1811,CENTRO DE SALUD VILLA CONCEPCION,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1812,HOSPITAL MUNICIPAL SAN BERNARDINO DE SIENA,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1813,HOSPITAL ZONAL GENERAL DE AGUDOS GONZALEZ CATAN KM. 32 SIMPLEMENTE EVITA,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1814,HOSPITAL SUBZONAL DE GENERAL VIAMONTE,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1815,HOSPITAL INTERZONAL J.A. ESTEVEZ,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1816,ESCUELA DE ENFERMERIA CRUZ ROJA ARGENTINA (FILIAL TUCUMAN),Tucumán,null,NO,SI,null,null,SI,900193700
1817,HOSPITAL ZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SOR MARIA LUDOVICA,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1818,HOSPITAL INTERZONAL DE AGUDOS Y CRONICOS DR. KORN,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1819,HOSPITAL INTERZONAL ESPECIALIZADO MATERNO INFANTIL DR. V. TETAMANTTI,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1820,HOSPITAL INTERZONAL GENERAL DE AGUDOS SAN JOSE DE PERGAMINO,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1821,HOSPITAL ZONAL GENERAL VICENTE LOPEZ Y PLANES,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1822,HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. OSCAR ALLENDE DE MAR DEL PLATA,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1823,HOSPITAL INTERZONAL GENERAL AGUDOS DR. PEDRO FIORITO,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1824,U.E.P. N°  122 - INST.SUP.ESP.PROF. 13 DE JULIO,Chaco,null,SI,SI,null,null,SI,220181200
1825,U.E.P. N°  133 - INSTITUTO DE NIVEL SUPERIOR RESISTENCIA,Chaco,null,NO,SI,null,null,SI,220191400
1826,HOSPITAL ZONAL GENERAL AGUDOS DR. PAROISSIEN,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1827,HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. PENNA,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1828,HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. PROFESOR RODOLFO ROSSI,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1829,U.E.P. N° 139 - INSTITUTO SUPERIOR CERVANTES,Chaco,null,SI,SI,null,null,SI,220191700
1830,INSTITUTO DIOCESANO DEL PROFESORADO MÑOR. M. RASPANTI DIPREGEP N 1339,Buenos Aires,DIPREGEP N 1339,NO,SI,null,null,SI,60054600
1831,INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TECNICA N° 90,Buenos Aires,null,NO,SI,null,null,SI,60067400
1832,INSTITUTO SUPERIOR DE FORMACION DOCENTE N° 80 PAULO FREIRE,Buenos Aires,null,NO,SI,null,null,SI,60233900
1833,COLEGIO MEDICO 2° SANTA FE,Santa Fe,null,null,null,null,Privado,SI,"null,"
1834,COLEGIO MEDICO 1° SANTA FE,Santa Fe,null,null,null,null,Privado,SI,"null,"
1835,UNIVERSIDAD CATOLICA BOLIVIANA SAN PABLO,null,null,NO,NO,SI,null,SI,"null,"
1836,INSTITUTO SUPERIOR DE FORMACION DOCENTE MARIA SUSANA,Buenos Aires,null,NO,SI,null,Privado,SI,60299100
1837,HOSPITAL INTERZONAL GENERAL AGUDOS EVA PERON (EX CASTEX),Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1838,HOSPITAL INTERZONAL GENERAL AGUDOS EVITA,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1839,INSTITUTO MARIA INMACULADA DIPREGEP 4999,Buenos Aires,DIPREGEP 4999,NO,SI,null,null,SI,60358800
1840,INSTITUTO SUPERIOR DE FORM.ACION DOCENTE Y TECNICA N° 59 DR. CARLOS MADARIAGA,Buenos Aires,null,NO,SI,null,null,SI,60442300
1841,INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TECNICA N° 57 RANCHOS,Buenos Aires,null,NO,SI,null,null,SI,60595602
1842,INSTITUTO SUPERIOR DE FORMACION DOCENTE N° 68,Buenos Aires,null,NO,SI,null,Provincial,SI,60661000
1843,INSTITUTO SUPERIOR DE FORMACION TECNICA N°150,Buenos Aires,null,NO,SI,null,Provincial,SI,60691500
1844,HOSPITAL DE CLINICAS JOSE DE SAN MARTIN,CABA,null,null,null,null,Universitario pÑblico,SI,"null,"
1845,INSTITUTO DE INVESTIGACIONES MEDICAS DR. ALFREDO LANARI,CABA,null,null,null,null,Universitario pÑblico,SI,"null,"
1846,SANATORIO Y CLINICA LAVALLE S.R.L.,Jujuy,null,null,null,null,Privado,SI,"null,"
1847,INSTITUTO SUPERIOR DE FORMACION DOCENTE MADRE MARIA LUISA CLARAC,Buenos Aires,null,NO,SI,null,null,SI,60800900
1848,INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TECNICA  N° 53 ( GLEW ),Buenos Aires,null,NO,SI,null,null,SI,60807100
1849,INSTITUTO DE INVESTIGACIONES HEMATOLOGICAS DR. MARIANO CASTEX,CABA,null,null,null,null,Mixta,SI,"null,"
1850,INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TECNICA N° 70 MANUEL BELGRANO,Buenos Aires,null,NO,SI,null,null,SI,60845900
1851,INSTITUTO SUPERIOR JUAN XXIII,Buenos Aires,null,NO,SI,SI,null,SI,60918000
1852,INSTITUTO SUPERIOR DE FORMACION DOCENTE N° 76,Buenos Aires,null,NO,SI,null,null,SI,60953400
1853,INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TECNICA N° 124,Buenos Aires,null,NO,SI,null,null,SI,60956100
1854,INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TECNICAN° 40,Buenos Aires,Disposición 25/12 ME,NO,SI,null,null,SI,60982700
1855,INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TECNICA N° 43,Buenos Aires,null,NO,SI,null,Otros,SI,61099800
1856,HOSPITAL ITALIANO DE MENDOZA,Mendoza,null,null,null,null,Privado,SI,"null,"
1857,MINISTERIO DE SALUD - DIRECCION DE EPIDEMIOLOGIA,CABA,null,null,null,null,Nacional,NO,"null,"
1858,C.A.P.S. 237 JOSE PILO REPETTO - MAIPU,Mendoza,null,null,null,null,Provincial,SI,"null,"
1859,HOSPITAL REGIONAL SAN MARTIN,Entre Ríos,null,null,null,null,Provincial,SI,"null,"
1860,HOSPITAL 9 DE JULIO - LA PAZ,Entre Ríos,null,null,null,null,Provincial,SI,"null,"
1862,HOSPITAL JUSTO JOSE DE URQUIZA (CONCEPCION DEL URUGUAY),Entre Ríos,null,null,null,null,Provincial,SI,"null,"
1863,HOSPITAL SANTA ROSA (VILLAGUAY),Entre Ríos,null,null,null,null,Provincial,SI,"null,"
1864,HOSPITAL SAN BENJAMIN (COLON),Entre Ríos,null,null,null,null,Provincial,SI,"null,"
1865,"ANMAT-ADMINISTRACION NACIONAL DE MEDICAMENTOS , ALIMENTOS Y TECNOLOGIA MEDICA",CABA,null,null,null,null,Nacional,SI,null
1866,DIRECCION DE EPIDEMIOLOGIA  MINISTERIO DE SALUD DE LA NACION - ANLIS- INER CONI,CABA,null,null,null,null,Nacional,SI,"null,"
1867,HOSPITAL INTERZONAL GENERAL AGUDOS L.C. DE GANDULFO,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1868,HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1869,HOSPITAL INTERZONAL GENERAL AGUDOS PRESIDENTE PERON,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1870,HOSPITAL INTERZONAL GENERAL DE AGUDOS GENERAL SAN MARTIN,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1871,INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TECNICA  N° 162 ERNESTO TORNQUINST,Buenos Aires,null,NO,SI,null,null,SI,61190300
1872,INSTITUTO SUPERIOR DE MECANICA DENTAL N° 4088,Santa Fe,null,NO,SI,null,null,SI,820415900
1873,CLINICA ESPORA,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1874,INSTITUTO SUPERIOR SEMPER - I.T. -14,Corrientes,null,null,null,null,Privado,SI,"null,"
1875,INSTITUTO SUPERIOR DE FORMACION TECNICA N 192,Buenos Aires,null,NO,SI,null,Otros,SI,61302600
1876,INSTITUTO SUPERIOR DE SALUD SAN MARCOS,Buenos Aires,null,NO,SI,null,null,SI,61492400
1877,INSTITUTO SUPERIOR DE AGENTES DE PROPAGANDA MEDICA,Buenos Aires,null,NO,SI,null,Privado,SI,61569500
1878,INST.DE FORMACION E INVESTIGACION.MEDICO HOSPITALARIA - I.F.I.M.,Buenos Aires,null,NO,SI,null,Privado,SI,61578500
1879,INSTITUTO SUPERIOR DE AGENTES DE PROPAGANDA MEDICA - SAN MARTIN  DIPREGEP 5585,Buenos Aires,DIPREGEP 5585,NO,SI,null,null,SI,61601200
1880,COMPLEJO SANITARIO SAN LUIS,San Luis,null,null,null,null,Provincial,SI,"null,"
1881,INSTITUTO SUPERIOR DE TECNOLOGIA EN SALUD PROFESOR DR. ROBERTO A. GARRIZ,Buenos Aires,null,NO,SI,null,null,SI,62074700
1882,SUPERIOR UNIDAD DE BROMATOLOGIA (SUNIBROM),Jujuy,null,null,null,null,Provincial,SI,"null,"
1883,HOSPITAL SAN ROQUE (JUJUY),Jujuy,null,null,null,null,Provincial,SI,"null,"
1884,INSTITUTO REGIONAL LA PLATA DIPREGEP N 6036,Buenos Aires,DIPREGEP N 6036,NO,SI,null,null,SI,61614800
1885,INSTITUTO SUPERIOR EN SALUD FECLIBA,Buenos Aires,null,NO,SI,null,Privado,SI,61627000
1886,HOSPITAL LOCAL GENERAL DE AGUDOS NUESTRA SEÑORA DEL CARMEN,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1887,HOSPITAL MUNICIPAL DR. DIEGO E. THOMPSON,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1888,HOSPITAL MUNICIPAL DR. JUAN C. ARAMBURU,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1889,HOSPITAL MUNICIPAL EVA PERON,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1890,HOSPITAL MUNICIPAL DR. BERNARDO HOUSSAY,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1891,HOSPITAL MUNICIPAL SAN VICENTE DE PAUL,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1892,HOSPITAL MUNICIPAL ANA ROSA S. DE MARTINEZ GUERRERO,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1893,HOSPITAL MUNICIPAL DR. R. LARCADE,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1894,HOSPITAL MUNICIPAL DR. EMILIO FERREYRA,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1895,HOSPITAL MUNICIPAL OSTACIANA B. DE LAVIGNOLE,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1896,HOSPITAL MUNICIPAL RAMON SANTAMARINA,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1897,HOSPITAL MUNICIPAL DR. ANGEL PINTOS,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1898,INSTITUTO SUPERIOR BLAISE PASCAL (GONZALEZ CATAN) DIPREGEP N  6131,Buenos Aires,DIPREGEP N  6131,NO,SI,null,null,SI,61629800
1899,INSTITUTO SUPERIOR  N° 6247 NICOLAS AVELLANEDA,Buenos Aires,null,NO,SI,null,null,SI,61667100
1901,INSTITUTO SUPERIOR EZEQUIEL MARTINEZ ESTRADA DIPREGEP 6621,Buenos Aires,DIPREGEP N 6621,NO,SI,null,null,SI,61823500
1902,INSTITUTO DE ENSEÑANZA SUPERIOR DR. RAUL DUYOS,Buenos Aires,null,null,null,null,null,SI,61825900
1903,INSTITUTO SUPERIOR DEL SUDESTE DIPREGEP 6400,Buenos Aires,DIPREGEP 6400,NO,SI,null,null,SI,61910000
1904,INSTITUTO TECNOLOGICO MUNICIPAL DE JOSE C. PAZ DIPREGEP N 6594,Buenos Aires,DIPREGEP N 6594,SI,SI,null,null,SI,62051300
1905,INSTITUTO SUPERIOR DE FORMACION TECNICA N° 194,Buenos Aires,null,NO,SI,null,null,SI,62056100
1906,INSTITUTO DR. PIERRE FAUCHARD DIPREGEP 7394,Buenos Aires,DIPREGEP 7394,null,null,null,null,SI,62075700
1907,HOSPITAL MUNICIPAL AGUDOS DR. PEDRO ECAY,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1908,HOSPITAL MUNICIPAL DE CHIVILCOY,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1909,HOSPITAL MUNICIPAL PEDIATRICO FEDERICO FALCON,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1910,HOSPITAL MUNICIPAL DEL NIÑO,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1911,INSTITUTO SUPERIOR PINOS DE ANCHORENA,Buenos Aires,DIPREGEP 3923,NO,SI,null,null,SI,62094600
1912,HOSPITAL MUNICIPAL DR. ARTURO ILLIA,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1913,HOSPITAL MUNICIPAL DE PIROVANO,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1914,HOSPITAL SUBZONAL ESPECIALIZADO DR. JOSE INGENIEROS,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1915,HOSPITAL SUBZONAL ESPECIALIZADO MATERNO INFANTIL ANA GOITIA,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1916,HOSPITAL SUBZONAL GENERAL DE AGUDOS JULIO DE VEDIA,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1917,INSTITUTO MUNICIPAL DE FORMACION SUPERIOR MAESTRA PASCUALA CUETO DIPREGEP N 7665,Buenos Aires,DIPREGEP N 7665,NO,SI,null,null,SI,62097900
1918,INSTITUTO SUP. ITALO SUIZO,Buenos Aires,null,NO,SI,null,Privado,SI,62102300
1919,INSTITUTO SUPERIOR PARAMEDICO DIPREGEP 8093,Buenos Aires,DIPREGEP 8093,NO,SI,null,null,SI,62102500
1920,ESCUELA MUNICIPAL DE ENFERMERIA - BAHIA BLANCA,Buenos Aires,null,NO,SI,null,Otros,SI,62117700
1921,INSTITUTO SUPERIOR SAN PEDRO DIPREGEP N 8066,Buenos Aires,DIPREGEP N 8066,NO,SI,null,null,SI,62184300
1922,HOSPITAL SUBZONAL MUNICIPAL NUESTRA SEÑORA DEL CARMEN,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1923,HOSPITAL ZONAL ESPECIALIZADO DR. NOEL H. SBARRA,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1924,HOSPITAL ZONAL ESPECIALIZADO AGUDOS Y CRONICOS DR. CETRANGOLO,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1925,SANATORIO PRIVADO LEON S. MORRA,Córdoba,null,null,null,null,Privado,SI,"null,"
1926,HOSPITAL PEDIATRICO ALEXANDER FLEMING - CAPITAL,Mendoza,null,null,null,null,Obra social,SI,"null,"
1927,HOSPITAL ZONAL ESPECIALIZADO EN PEDIATRIA ARGENTINA DIEGO,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1928,HOSPITAL ZONAL GENERAL DR. ALEJANDRO POSADAS,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1929,HOSPITAL ZONAL GENERAL DE AGUDOS HEROES DE MALVINAS,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
1930,HOSPITAL ZONAL GENERAL AGUDOS MANUEL BELGRANO,Buenos Aires,null,null,null,null,Provincial,SI,"null,"
